Class,Order,Family,Genus,Species,Common.Name,X.M.F.Both.,Length..cm.,Height,Diet,Feeding.Guild,Habitat,Water.Column,reference
Actinopterygii,Eupercaria,Haemulidae,Plectorhinchus,unicolor,Minstrel sweetlips,Both,30.8,9.64,Unknown,Unknown,Sheltered reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=7706&what=species&TotRec=7
Actinopterygii,Eupercaria,Haemulidae,Plectorhinchus,chaetodonoides,Harlequin sweetlips,Both,23.4,7.85,"Crustaceans, molluscs, small fishes","Invertivore, piscivore","Ledges of coastal reefs, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=6364&what=species&TotRec=13
Actinopterygii,Eupercaria,Haemulidae,Plectorhinchus,gibbosus,Harry hotlips,Both,34.1,13.42,Unknown,Unknown,"Coastal reefs, lagoons, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=6366&what=species&TotRec=11
Actinopterygii,Eupercaria,Haemulidae,Plectorhinchus,cinctus,Crescent sweetlips,Both,14.4,5.43,Invertebrates,Invertivore,"Coastal reefs, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=13033&what=species&TotRec=5
Actinopterygii,Eupercaria,Haemulidae,Plectorhinchus,playfairi,Whitebarred rubberlip,Both,18.3,5.74,Unknown,Unknown,"Coral reefs, tidepools",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=7705&what=species&TotRec=7
Actinopterygii,Eupercaria,Haemulidae,Plectorhinchus,schotaf,Minstrel sweetlips,Both,30.8,9.83,Unknown,Unknown,"Rocky reefs, coral reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=7706&what=species&TotRec=7
Actinopterygii,Eupercaria,Haemulidae,Plectorhinchus,plagiodesmus,Barred rubberlip,Both,NA,NA,Unknown,Unknown,Coastal reefs,Benthic,
Actinopterygii,Eupercaria,Haemulidae,Plectorhinchus,chubbi,Dusky rubberlip,Both,25.2,9.47,Unknown,"Herbivore, invertivore",Coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=7702&what=species&TotRec=6
Actinopterygii,Eupercaria,Haemulidae,Plectorhinchus,sordidus,Sordid rubberlip,Both,20.8,6.59,Crustaceans,Invertivore,"Weedy areas, coral reefs, rocky reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=7626&what=species&TotRec=9
Actinopterygii,Eupercaria,Haemulidae,Plectorhinchus,gaterinus,Blackspotted rubberlip,Both,27.5,8.58,Unknown,Unknown,"Coral reefs, estuaries",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=7703&what=species&TotRec=17
Actinopterygii,Eupercaria,Haemulidae,Plectorhinchus,paulayi,Zebra sweetlip,Both,NA,NA,Unknown,Unknown,"Inshore reefs, mangroves",Benthic,
Actinopterygii,Beloniformes,Belonidae,Platybelone,argalus,Keeltail needlefish,Both,NA,NA,Small fishes,Piscivore,"Near surface lagoons, inshore reefs",Pelagic,https://www.fishbase.se/photos/ThumbnailsSummary.php?ID=973
Actinopterygii,Perciformes,Lutjanidae,Pinjalo,pinjalo,Pinjalo Snapper,Both,27,9.188,Unknown,"Invertivore, Piscivore",Coastal reefs and outer slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=196&what=species&TotRec=8
Actinopterygii,Perciformes,Lutjanidae,Pinjalo,lewisi,Slender Pinjalo,Both,31.3,10.787,Unknown,"Invertivore, Piscivore",Outer reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=8430&what=species&TotRec=5
Actinopterygii,Perciformes,Nemipteridae,Pentapodus,emeryii,Double whiptail,Both,33.2,6.117,"Small fishes, crustaceans, ophiuroids, sipunculid","Invertivore, piscivore",Silty coastal reefs,,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5868&what=species&TotRec=7
Actinopterygii,Perciformes,Nemipteridae,Pentapodus,aureofasciatus,Yellowstripe threadfin bream,Both,19.8,4.3,Unknown,"Invertivore, piscivore",Mid-water over sand near reefs,,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=60801&what=species&TotRec=4
Actinopterygii,Perciformes,Nemipteridae,Pentapodus,paradiseus,Paradise whiptail,Both,20.3,3.669,"Small fishes, crustaceans, polychaetes","Invertivore, piscivore",Coastal reefs,,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=5870&what=species&TotRec=4
Actinopterygii,Perciformes,Nemipteridae,Pentapodus,setosus,Butterfly whiptail,Both,19.5,4.04,Small crustaceans,Invertivore,Coastal reefs,,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5872&what=species&TotRec=7
Actinopterygii,Perciformes,Nemipteridae,Pentapodus,porosus,Northwest Australian whiptail,Both,20.5,5.72,Unknown,"Invertivore, piscivore",Coastal reefs,,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=5871&what=species&TotRec=4
Actinopterygii,Perciformes,Nemipteridae,Pentapodus,caninus,Small-toothed whiptail,Both,6.1,1.27,"Small fishes, larger zooplankton","Invertivore, piscivore","Silty coastal reefs, deep lagoons",,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5867&what=species&TotRec=15
Actinopterygii,Perciformes,Nemipteridae,Pentapodus,nagasakiensis,Japanese whiptail,Both,18.3,3.74,Small shrimps,Invertivore,Coastal reefs,,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=5869&what=species&TotRec=4
Actinopterygii,Perciformes,Nemipteridae,Pentapodus,trivittatus,Three-striped whiptail,Both,14.8,3.6,"Small fishes, crustaceans, polychaetes","Invertivore, piscivore","Coastal reefs, lagoons",,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=5873&what=species&TotRec=9
Actinopterygii,Perciformes,Nemipteridae,Pentapodus,bifasciatus,White-shouldered whiptail,Both,13.6,3.29,"Small fishes, crustaceans, polychaetes","Invertivore, piscivore",Silty coastal reefs,,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=5865&what=species&TotRec=5
Actinopterygii,Perciformes,Nemipteridae,Pentapodus,vitta,Western butterfish,Both,NA,NA,Unknown,Piscivore,,,
Actinopterygii,Perciformes ,Mullidae,Parupeneus,barberinoides ,Half-and-half goatfish,Both,19.8,5.1,Benthic invertebrates,Invertivore,"Lagoon, seaward reefs",Benthic,https://www.fishbase.de/photos/UploadedBy.php?autoctr=3971&win=uploaded
Actinopterygii,Perciformes ,Mullidae,Parupeneus,barberinus,Dash-and-dot goatfish,Both,30,7.68,Benthic invertebrates,Invertivore,"Lagoon, seaward reefs",Benthic,
Actinopterygii,Perciformes ,Mullidae,Parupeneus,macronema,Long-barbel goatfish,Both,29.5,7.54,Benthic invertebrates,Invertivore,"Lagoon, seaward reefs",Benthic,
Actinopterygii,Perciformes ,Mullidae,Parupeneus,indicus ,Indian goatfish,Both,28.4,6.47,"Benthic invertebrates, small fishes",Invertivore,"Lagoon, coastal reefs",Benthic,
Actinopterygii,Perciformes ,Mullidae,Parupeneus,pleurostigma ,Sidespot goatfish,Both,19.8,4.1,Benthic invertebrates,Invertivore,"Lagoon, seaward reefs",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?need2save=&tosave=&TRPP=1&id=5994&what=species&personnel=&user_session=&lme=&StartRow=0&TotRec=5&SortBy=iucn
Actinopterygii,Perciformes ,Mullidae,Parupeneus,multifasciatus ,Manybar goatfish ,Both,25.5,6.38,Benthic invertebrates,Invertivore,"Shallow lagoons, reef flats",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=5993&what=species&TotRec=9
Actinopterygii,Perciformes ,Mullidae,Parupeneus,porphyreus,Whitesaddle goatfish,Both,28.4,7.15,Benthic invertebrates,Invertivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=12604&what=species&TotRec=2
Actinopterygii,Perciformes ,Mullidae,Parupeneus,rubescens,Rosy goatfish,Both,26.2,6.78,Benthic invertebrates,Invertivore,Coastal waters,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=6373&what=species&TotRec=5
Actinopterygii,Perciformes ,Mullidae,Parupeneus,heptacanthus,Cinnabar goatfish,Both,28.7,7.52,Benthic invertebrates,Invertivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=5991&what=species&TotRec=13
Actinopterygii,Perciformes ,Mullidae,Parupeneus,ciliatus,White-lined goatfish,Both,26.7,7.24,Benthic invertebrates ,Invertivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?need2save=&tosave=&TRPP=1&id=5989&what=species&personnel=&user_session=&lme=&StartRow=2&TotRec=10&SortBy=iucn
Actinopterygii,Perciformes ,Mullidae,Parupeneus,cyclostomus,Yellowsaddle goatfish,Both,31.2,7.51,"Benthic invertebrates, small fishes",Invertivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=5990&what=species&TotRec=10
Actinopterygii,Centrarchiformes,Cirrhitidae,Paracirrhites,arcatus,Arc-eye hawkfish,Both,7.4,2.24,"Shrimps, small fishes, crustaceans","Invertivore, piscivore","Coastal, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5835&what=species&TotRec=8
Actinopterygii,Centrarchiformes,Cirrhitidae,Paracirrhites,nisus,Nisus hawkfish,Both,9.9,2.99,"Crustaceans, fishes","Invertivore, piscivore",Outer reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=56330&what=species&TotRec=3
Actinopterygii,Centrarchiformes,Cirrhitidae,Paracirrhites,hemistictus,Whitespot hawkfish,Both,22.6,6.54,"Small crustaceans, fishes","Invertivore, piscivore",Seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5953&what=species&TotRec=6
Actinopterygii,Centrarchiformes,Cirrhitidae,Paracirrhites,xanthus,Yellow hawkfish,Both,8.4,2.61,Crustaceans,Invertivore,Outer reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=49449&what=species&TotRec=3
Actinopterygii,Centrarchiformes,Cirrhitidae,Paracirrhites,forsteri,Blackside hawkfish,Both,14,4.32,"Small fishes, crustaceans","Invertivore, piscivore","Coastal, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=5952&what=species&TotRec=14
Actinopterygii,Eupercaria,Labridae,Paracheilinus,cyaneus,Blue flasherwrasse,M,NA,NA,Unknown,Invertivore,Rubble bottoms near coral reefs,Benthic,
Actinopterygii,Eupercaria,Labridae,Paracheilinus,cyaneus,Blue flasherwrasse,F,NA,NA,Unknown,Invertivore,Rubble bottoms near coral reefs,Benthic,
Actinopterygii,Eupercaria,Labridae,Paracheilinus,filamentosus,Filamentous wrasse,M,7.6,1.61,"Zooplankton, benthic invertebrates",Invertivore,"Rubble areas of fringing reefs, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4844&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Paracheilinus,filamentosus,Filamentous wrasse,F,NA,NA,"Zooplankton, benthic invertebrates",Invertivore,"Rubble areas of fringing reefs, outer slopes",Benthic,
Actinopterygii,Eupercaria,Labridae,Paracheilinus,sp,Hybrid flasher,Both,NA,NA,Unknown,Invertivore,,,
Actinopterygii,Eupercaria,Labridae,Paracheilinus,carpenteri,Pink flasher,M,8.8,2.28,Unknown,Invertivore,Steep outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4843&what=species&TotRec=7
Actinopterygii,Eupercaria,Labridae,Paracheilinus,carpenteri,Pink flasher,F,NA,NA,Unknown,Invertivore,Steep outer reef slopes,Benthic,
Actinopterygii,Eupercaria,Labridae,Paracheilinus,mccoskeri,McCosker's flasher,M,6.1,1.51,Unknown,Invertivore,"Rubble bottom, weedy bottoms",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=4842&what=species&TotRec=13
Actinopterygii,Eupercaria,Labridae,Paracheilinus,mccoskeri,McCosker's flasher,F,NA,NA,Unknown,Invertivore,"Rubble bottom, weedy bottoms",Benthic,
Actinopterygii,Eupercaria,Labridae,Paracheilinus,angulatus,Angular flasher,Both,8.4,2.04,Unknown,Invertivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4845&what=species&TotRec=3
Actinopterygii,Eupercaria,Labridae,Paracheilinus,flavianalis,Yellowfin flasher wrasse,Both,NA,NA,Unknown,Invertivore,"Rubble bottoms, seaward slopes",Benthic,
Actinopterygii,Eupercaria,Labridae,Paracheilinus,bellae,Bell's flasher,Both,8.2,1.44,Unknown,Invertivore,"Deep lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=25765&what=species&TotRec=2
Actinopterygii,Eupercaria,Labridae,Paracheilinus,lineopunctatus,Spot-lined flasher,Both,3.4,0.87,Unknown,Invertivore,Steep outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=4841&what=species&TotRec=7
Actinopterygii,Eupercaria,Labridae,Paracheilinus,octotaenia,Red Sea eightline flasher,Both,8.6,2.43,Unknown,Invertivore,Seaward reefs,,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=4840&what=species&TotRec=8
Actinopterygii,Perciformes,Lutjanidae,Paracaesio,xanthura,Yellowtail blue snapper,Both,25.8,7.09,Zooplankton,Invertivore,Rocky bottoms,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=194&what=species&TotRec=9
Actinopterygii,Perciformes,Lutjanidae,Paracaesio,sordida,Dirty ordure snapper,Both,34,10.18,Plankton,Invertivore,Rocky bottoms,,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=192&what=species&TotRec=9
Actinopterygii,Centrarchiformes,Cirrhitidae,Oxycirrhites,typus,Longnose hawkfish,Both,9,1.93,Crustaceans,Invertivore,Outer reefs slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5833&what=species&TotRec=8
Actinopterygii,Eupercaria,Labridae,Oxycheilinus,celebicus,Celebes wrasse,Both,10.9,2.68,Unknown,"Invertivore, piscivore","Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5597&what=species&TotRec=8
Actinopterygii,Eupercaria,Labridae,Oxycheilinus,bimaculatus,Two-spot wrasse,Both,5.8,1.68,Unknown,"Invertivore, piscivore",Rocky outcrops,"Benthic, benthopelagic",https://www.fishbase.se/photos/PicturesSummary.php?StartRow=9&ID=5596&what=species&TotRec=15
Actinopterygii,Eupercaria,Labridae,Oxycheilinus,digrammus,Cheeklined wrasse,Both,14.5,3.87,"Mollusks, crustaceans, sea urchins",Invertivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=5599&what=species&TotRec=14
Actinopterygii,Eupercaria,Labridae,Oxycheilinus,arenatus,Speckled maori wrasse,Both,12.4,3.42,"Fishes, shrimps, crustaceans","Invertivore, piscivore","Caves, crevices of outer reefs, dropoffs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=5595&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Oxycheilinus,celebicus,Celebes wrasse,Both,10.9,2.74,Unknown,"Invertivore, piscivore",Protected reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5597&what=species&TotRec=8
Actinopterygii,Eupercaria,Labridae,Oxycheilinus,mentalis,Mental wrasse,Both,16.5,4.11,Unknown,"Invertivore, piscivore",Fringe reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=12779&what=species&TotRec=6
Actinopterygii,Eupercaria,Labridae,Oxycheilinus,rhodochrous,Oriental maori wrasse,Both,9.8,2.28,"Fishes, shrimps, crustaceans","Invertivore, piscivore",Steep seaward slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5601&what=species&TotRec=9
Actinopterygii,Eupercaria,Labridae,Oxycheilinus,orientalis,Oriental maori wrasse,Both,9.8,2.28,Unknown,"Invertivore, piscivore","Lagoons, reefs",,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5601&what=species&TotRec=9
Actinopterygii,Mugiliformes,Mugilidae,Oedalechilus,labiosus,Hornlip mullet,Both,15.9,3.85,Unknown,Unknown,"Reef flats, lagoon reefs",Pelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5657&what=species&TotRec=8
Actinopterygii,Eupercaria,Labridae,Novaculichthys,taeniourus,Rockmover wrasse,Both,20.7,5.92,"Mollusks, crustaceans, echinoderms, crabs, polycheates",Invertivore,Rubble bottoms,Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=8&ID=5610&what=species&TotRec=15
Actinopterygii,Eupercaria,Labridae,Novaculichthys,macrolepidotus,Seagrass wrasse,Both,15.5,3.68,Unknown,Herbivore,"Lagoons, coastal reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5609&what=species&TotRec=7
Actinopterygii,Centrarchiformes,Cirrhitidae,Notocirrhitus,splendens,Splendid hawkfish,Both,17.8,4.72,Unknown,Unknown,Seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=12702&what=species&TotRec=3
Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,bankieri,Chinese Demoiselle,Both,6.5,2.144,Unknown,Invertivore,Coral and rock outcroppings,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=12458&what=species&TotRec=4
Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,azysron,Yellowtail Demoiselle,Both,9.1,2.844,Zooplankton,Invertivore,Outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=10227&what=species&TotRec=5
Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,nemurus,Coral Demoiselle,Both,7.1,1.981,Zooplankton,Invertivore,Lagoons and inshore reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=12462&what=species&TotRec=5
Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,violascens,Violet Demoiselle,Both,5.3,1.904,Zooplankton,Invertivore,"Lagoons, harbours and shallow coastal reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=5706&what=species
Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,cyanomos,Regal Demoiselle,Both,7.1,2.256,Unknown,Invertivore,Inshore and offshore coral reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=8&ID=8209&what=species&TotRec=12
Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,taeniurus,Freshwater Demoiselle,Both,6.4,1.937,Zooplankton,Invertivore,"Mangroves, estuaries, harbours with freshwater stream",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=5705&what=species
Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,filamentosus,Brown Demoiselle,Both,5.7,1.944,Zooplankton,Invertivore,Lagoons and inshore reefs around coral outcrops,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=12459&what=species&TotRec=4
Actinopterygii,Perciformes,Pomacentridae,Neopomacentrus,aquadulcis,Sweetwater Demoiselle,Both,10.7,3.304,Unknown,Invertivore,Mouth of freshwater and brackish streams,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=61080&what=species
Actinopterygii,Mugiliformes,Mugilidae,Neomyxus,leuciscus,Acute-jawed mullet,Both,14.1,3.02,"Crustaceans, seaweeds","Invertivore, Herbivore","Inhabit sandy shores, tide pools, rocky surge areas, reef flats",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=5652&what=species&TotRec=3
Actinopterygii,Perciformes,Pomacentridae,Neoglyphidodon,crossi,Cross' Damsel,Both,3.8,1.505,Unknown,"Herbivore, Invertivore",Rocky and inshore reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=12457&what=species&TotRec=4
Actinopterygii,Perciformes,Pomacentridae,Neoglyphidodon,nigroris,Yellowtail Damsel,Both,8.9,3.762,"Algae, crustaceans and invertebrates","Herbivore, Invertivore",Lagoons and seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=5708&what=species&TotRec=12
Actinopterygii,Perciformes,Pomacentridae,Neoglyphidodon,carlsoni,Carlson's Damsel,Both,13.884,5.691,Unknown,"Herbivore, Invertivore",Fringing reefs and leeward side of platform reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=10230&what=species
Actinopterygii,Perciformes,Pomacentridae,Neoglyphidodon,bonang,Ocellated Damsel,Both,4.6,2.162,Unknown,"Herbivore, Invertivore",Shoreline coral reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=10229&what=species
Actinopterygii,Perciformes,Pomacentridae,Neoglyphidodon,melas,Black Damsel,Both,11.5,5.702,"Algae, invertebrates","Herbivore, Invertivore",Lagoons and seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=5707&what=species&TotRec=8
